entry_year,extraction_period,rule_version,source_field,entry_date_source_field,case_model,event_kind,status,rule_id,event_rows,case_count,money_mention_rows,total_amount_rows,unassigned_money_rows,unclassified_money_rows,dollar_token_missed_rows
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_judgment_assignment,31,25,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_judgment_fee_or_copy_entry,30,28,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,docketEntryComment,filedDate,criminal,criminal_sentence_modification,operative,sfsc.strict_judgment_end_state.criminal_sentence_modification,29,28,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,renewal_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,29,25,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.request_or_application,29,19,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_order_reference,reference,sfsc.strict_judgment_end_state.family_contextual_collateral_written_order_grant,29,28,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,judgment,operative,sfsc.strict_judgment_end_state.judgment_entered,28,28,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_custody_order,operative,sfsc.strict_judgment_end_state.family_custody_order,28,27,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_party_filed_summary_judgment_pleading,28,28,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,vacatur,operative,sfsc.strict_judgment_end_state.vacatur_entered,27,23,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,probate,probate_termination_order,operative,sfsc.strict_judgment_end_state.probate_termination_granted_observed,27,26,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,dismissal_reference,reference,sfsc.strict_judgment_end_state.dismissal_request_only,27,21,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,appeal_reference,reference,sfsc.strict_judgment_end_state.bare_remittitur,27,21,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,docketEntryComment,filedDate,criminal,dismissal,operative,sfsc.strict_judgment_end_state.criminal_dismissal_after_guilty_plea_set_aside,27,27,0,0,0,0,0
2006,unknown_period,2.9.1,description,date_filed,criminal,dismissal,operative,sfsc.strict_judgment_end_state.criminal_pc1385_portal_dismissal,27,27,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal,operative,sfsc.strict_judgment_end_state.recorded_settlement_conference_dismissal,27,27,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,docketEntryComment,filedDate,criminal,vacatur,operative,sfsc.strict_judgment_end_state.criminal_guilty_plea_set_aside_before_dismissal,27,27,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,appeal_reversed,operative,sfsc.strict_judgment_end_state.observed_remittitur_reversed,26,25,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,small_claims,dismissal_reference,reference,sfsc.strict_judgment_end_state.dismissal_request_only,26,25,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,settlement,operative,sfsc.strict_judgment_end_state.conditional_settlement_notice,26,20,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,parental_obligations_judgment,operative,sfsc.strict_judgment_end_state.parental_obligations_judgment_caption,26,26,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_judgment_assignment,25,25,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,vacatur_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,25,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,unknown_end_state,reference,sfsc.strict_judgment_end_state.prejudgment_writ_of_possession_application,25,14,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_domestic_violence,family_order_reference,reference,sfsc.strict_judgment_end_state.family_dv_calendar_nonresult,25,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,unknown_end_state,reference,sfsc.strict_judgment_end_state.criminal_release_or_bail_procedure,25,25,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,vacatur_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,25,19,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,probate,probate_order_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,23,8,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_restraining_order,operative,sfsc.strict_judgment_end_state.family_restraining_order,23,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,dismissal_reference,reference,sfsc.strict_judgment_end_state.criminal_dismissal_motion_or_setting,23,6,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,writ_dismissed,operative,sfsc.strict_judgment_end_state.observed_writ_petition_dismissed,23,14,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,family_judgment,operative,sfsc.strict_judgment_end_state.family_marital_judgment_caption,23,23,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,criminal,dismissal,operative,sfsc.strict_judgment_end_state.criminal_pc1385_portal_dismissal,22,22,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,small_claims,satisfaction,operative,sfsc.strict_judgment_end_state.satisfaction_filed,22,22,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_restraining_order_denied,operative,sfsc.strict_judgment_end_state.family_dv_restraining_order_denied,22,19,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_judgment,operative,sfsc.strict_judgment_end_state.family_judgment_granted_contextual,22,22,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,renewal_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,22,4,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_judgment,operative,sfsc.strict_judgment_end_state.family_judgment_written_order_tail,21,21,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,dismissal,operative,sfsc.strict_judgment_end_state.direct_case_dismissed,21,21,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,writ_reference,reference,sfsc.strict_judgment_end_state.proposed_disposition,21,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,appeal_reference,reference,sfsc.strict_judgment_end_state.notice_of_appeal,21,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_judgment,operative,sfsc.strict_judgment_end_state.family_marital_status_granted_contextual,21,21,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,small_claims,monetary_judgment,operative,sfsc.strict_judgment_end_state.small_claim_entered_monetary_judgment,21,19,21,21,0,4,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_custody_order,operative,sfsc.strict_judgment_end_state.family_review_custody_granted,21,21,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,small_claims,dismissal,operative,sfsc.strict_judgment_end_state.small_claim_party_dismissed_for_no_service,21,19,21,21,0,4,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,family_order_reference,reference,sfsc.strict_judgment_end_state.family_procedural_filing,20,18,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,vacatur,operative,sfsc.strict_judgment_end_state.vacatur_entered,20,18,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.certificate_or_declaration,20,16,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,dismissal,operative,sfsc.strict_judgment_end_state.direct_case_dismissed,20,20,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_judgment_assignment,20,19,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,criminal_information_set_aside,operative,sfsc.strict_judgment_end_state.criminal_information_set_aside_granted,20,19,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,probate,probate_order_reference,reference,sfsc.strict_judgment_end_state.probate_appointment_petition,20,7,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_domestic_violence_dismissal,operative,sfsc.strict_judgment_end_state.family_restraining_order_dismissal_granted,20,20,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,dismissal,operative,sfsc.strict_judgment_end_state.calendar_removed_dismissal_filed,20,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,petition_ruling,operative,sfsc.strict_judgment_end_state.observed_dismissal_motion_denied,19,15,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,judgment_reference,reference,sfsc.strict_judgment_end_state.application_for_stipulated_judgment,19,18,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,dismissal,operative,sfsc.strict_judgment_end_state.direct_case_dismissed,18,16,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,dismissal_reference,reference,sfsc.strict_judgment_end_state.dismissal_verification_or_future_setting,18,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,vacatur_reference,reference,sfsc.strict_judgment_end_state.application_for_stipulated_judgment,18,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,small_claims,vacatur_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,18,18,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,judgment_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,17,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,petition_ruling,operative,sfsc.strict_judgment_end_state.probate_named_petition_denied_legacy,17,15,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,writ_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,17,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal_reference,reference,sfsc.strict_judgment_end_state.dismissal_struck_or_voided,17,5,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,vacatur_reference,reference,sfsc.strict_judgment_end_state.bare_judgment_set_aside_caption,17,17,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,judgment_reference,reference,sfsc.strict_judgment_end_state.certificate_or_declaration,16,16,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,writ_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,16,7,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal_reference,reference,sfsc.strict_judgment_end_state.notice_of_entry,16,14,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,writ_or_mandate,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_stipulation_seeking_judgment,16,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_restraining_order,operative,sfsc.strict_judgment_end_state.family_restraining_order_legacy_granted,16,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,appellate_review,writ_reference,reference,sfsc.strict_judgment_end_state.case_model_mismatch,16,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_custody_modification,operative,sfsc.strict_judgment_end_state.family_custody_modification,16,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_custody_order,operative,sfsc.strict_judgment_end_state.family_custody_written_order_tail,16,16,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,probate,probate_account_order,operative,sfsc.strict_judgment_end_state.probate_account_with_final_distribution,15,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,judgment_reference,reference,sfsc.strict_judgment_end_state.name_change_decree_outside_name_change_case,15,8,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,appeal_reference,reference,sfsc.strict_judgment_end_state.notice_of_appeal,15,6,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,appeal_affirmed,operative,sfsc.strict_judgment_end_state.observed_remittitur_affirmed,15,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,criminal_protective_order_termination,operative,sfsc.strict_judgment_end_state.criminal_stay_away_or_protective_order_terminated,15,15,0,0,0,0,0
2006,unknown_period,2.9.1,description,date_filed,criminal,criminal_sentence_modification,operative,sfsc.strict_judgment_end_state.criminal_probation_terminated_or_expired,15,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,criminal_program_termination,operative,sfsc.strict_judgment_end_state.criminal_program_terminated_observed,15,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,writ_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,15,4,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,settlement,operative,sfsc.strict_judgment_end_state.case_reported_settled,15,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,judgment_reference,reference,sfsc.strict_judgment_end_state.proposed_disposition,15,8,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_judgment,superseding,sfsc.strict_judgment_end_state.family_amended_marital_judgment,15,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,vacatur_reference,reference,sfsc.strict_judgment_end_state.proof_of_service,15,9,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,probate,probate_distribution_order,operative,sfsc.strict_judgment_end_state.probate_final_distribution_with_account,15,15,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,writ_reference,reference,sfsc.strict_judgment_end_state.notice_of_entry,15,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_domestic_violence,family_support_order,operative,sfsc.strict_judgment_end_state.family_support_order,15,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,vacatur,operative,sfsc.strict_judgment_end_state.vacatur_entered,15,7,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal_reference,reference,sfsc.strict_judgment_end_state.prospective_dismissal,15,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_judgment_support_paper,14,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,dismissal,operative,sfsc.strict_judgment_end_state.probate_creditor_claim_dismissed,14,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,satisfaction_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,14,4,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,criminal,criminal_diversion_completed,operative,sfsc.strict_judgment_end_state.criminal_diversion_completed,14,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_heirship_order,operative,sfsc.strict_judgment_end_state.probate_heirship_granted_observed,14,13,0,0,0,0,0
2006,unknown_period,2.9.1,description,date_filed,criminal,unknown_end_state,reference,sfsc.strict_judgment_end_state.criminal_transfer_for_future_disposition,14,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_discharge_order,operative,sfsc.strict_judgment_end_state.probate_discharge_granted_observed,14,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_discharge_order,operative,sfsc.strict_judgment_end_state.probate_final_discharge_caption,14,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,writ_granted,operative,sfsc.strict_judgment_end_state.writ_granted,14,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_restraining_order,operative,sfsc.strict_judgment_end_state.family_restraining_order,14,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,judgment_reference,reference,sfsc.strict_judgment_end_state.hearing_setting,14,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,docketEntryComment,filedDate,criminal,unknown_end_state,reference,sfsc.strict_judgment_end_state.criminal_arraignment_plea_or_disposition_calendar,14,14,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,settlement_reference,reference,sfsc.strict_judgment_end_state.abstract_of_judgment,13,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_order_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,13,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,small_claims,probate_order_reference,reference,sfsc.strict_judgment_end_state.probate_procedural_filing,13,12,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_domestic_violence,family_support_order,operative,sfsc.strict_judgment_end_state.family_support_order,13,5,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,dismissal,operative,sfsc.strict_judgment_end_state.observed_whole_case_dismissal,13,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,vacatur_reference,reference,sfsc.strict_judgment_end_state.bare_judgment_set_aside_caption,13,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,docketEntryComment,filedDate,criminal,unknown_end_state,reference,sfsc.strict_judgment_end_state.criminal_probation_remains_revoked,13,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,settlement_reference,reference,sfsc.strict_judgment_end_state.certificate_or_declaration,13,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,renewal_reference,reference,sfsc.strict_judgment_end_state.renewal_notice,13,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,judgment_reference,reference,sfsc.strict_judgment_end_state.name_change_decree_outside_name_change_case,13,8,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,take_nothing,operative,sfsc.strict_judgment_end_state.take_nothing_judgment,13,12,4,4,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,dismissal_reference,reference,sfsc.strict_judgment_end_state.criminal_dismissal_motion_or_setting,13,7,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,family_order_reference,reference,sfsc.strict_judgment_end_state.family_bare_initiating_pleading,13,13,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_termination_order,operative,sfsc.strict_judgment_end_state.observed_direct_probate_termination_order,12,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_judgment_transfer_or_assignment_notice,12,12,0,0,0,0,0
2006,unknown_period,2.9.1,description,date_filed,criminal,unknown_end_state,reference,sfsc.strict_judgment_end_state.criminal_probation_motion_report_or_calendar,12,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal,operative,sfsc.strict_judgment_end_state.direct_entire_action_dismissed,12,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal_reference,reference,sfsc.strict_judgment_end_state.request_to_enter_judgment,12,11,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,probate_order_reference,reference,sfsc.strict_judgment_end_state.probate_calendar_or_hearing,12,5,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,dismissal_reference,reference,sfsc.strict_judgment_end_state.dismissal_request_only,12,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_notice_of_entry,12,12,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,criminal,dismissal_reference,reference,sfsc.strict_judgment_end_state.criminal_dismissal_motion_or_setting,12,7,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,appeal_dismissed,operative,sfsc.strict_judgment_end_state.observed_abandonment_of_appeal_filed,12,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,renewal_reference,reference,sfsc.strict_judgment_end_state.application_for_stipulated_judgment,12,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_custody_order,operative,sfsc.strict_judgment_end_state.family_child_specific_granted_contextual,12,12,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,probate,probate_termination_order,operative,sfsc.strict_judgment_end_state.observed_direct_probate_termination_order,12,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,name_change_petition_denied,operative,sfsc.strict_judgment_end_state.name_change_petition_denied,12,7,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,family_multi_order,family_support_order,operative,sfsc.strict_judgment_end_state.family_support_enforcement_granted_contextual,12,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,unknown_end_state,reference,sfsc.strict_judgment_end_state.complex_designation_denied,12,12,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,appeal_dismissed,operative,sfsc.strict_judgment_end_state.observed_remittitur_dismissed,12,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal_reference,reference,sfsc.strict_judgment_end_state.application_for_stipulated_judgment,12,6,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_order_reference,reference,sfsc.strict_judgment_end_state.probate_empirical_counsel_or_referee_grant_reference,11,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,appellate_review,appeal_affirmed,operative,sfsc.strict_judgment_end_state.appellate_order_affirming_judgment,11,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,vacatur_reference,reference,sfsc.strict_judgment_end_state.vacatur_motion_hearing_set,11,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,settlement_reference,reference,sfsc.strict_judgment_end_state.hearing_setting,11,8,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,renewal,operative,sfsc.strict_judgment_end_state.ccp_683_110_renewal,11,11,11,11,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,unlawful_detainer,writ_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,11,6,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_counsel_discharge_order,operative,sfsc.strict_judgment_end_state.probate_counsel_discharge_grant_observed,11,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,writ_or_mandate,appeal_reversed,operative,sfsc.strict_judgment_end_state.observed_remittitur_reversed,11,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,small_claims,judgment_reference,reference,sfsc.strict_judgment_end_state.certificate_or_declaration,11,11,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_distribution_order,operative,sfsc.strict_judgment_end_state.probate_preliminary_or_entitlement_distribution,11,11,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,dismissal,operative,sfsc.strict_judgment_end_state.observed_whole_case_dismissal,11,11,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.proof_of_service,11,9,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,name_change_decree,operative,sfsc.strict_judgment_end_state.observed_name_change_osc_granted,11,11,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,vacatur_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,11,8,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,family_custody_order,operative,sfsc.strict_judgment_end_state.family_review_custody_granted,10,9,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_case_closure_order,operative,sfsc.strict_judgment_end_state.probate_case_closure_granted_observed,10,10,0,0,0,0,0
2006,unknown_period,2.9.1,description,date_filed,criminal,criminal_sentence_modification,operative,sfsc.strict_judgment_end_state.criminal_sentence_modification,10,10,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,small_claims,satisfaction_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,10,3,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,probate,probate_summary_disposition_order,operative,sfsc.strict_judgment_end_state.probate_summary_disposition_result,10,8,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,name_change_decree,operative,sfsc.strict_judgment_end_state.observed_name_change_decree_variants,10,9,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.notice_of_entry,10,9,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,writ_or_mandate,settlement_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,10,3,0,0,0,0,0
2006,unknown_period,2.9.1,description,date_filed,criminal,criminal_sentence_modification,operative,sfsc.strict_judgment_end_state.criminal_probation_revoked,10,8,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,judgment_reference,reference,sfsc.strict_judgment_end_state.proposed_disposition,10,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,docketEntryComment,filedDate,criminal,dismissal,operative,sfsc.strict_judgment_end_state.recorded_case_or_matter_dismissal,10,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,dismissal_reference,reference,sfsc.strict_judgment_end_state.appeal_reference,10,6,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,appeal_dismissed,operative,sfsc.strict_judgment_end_state.appeal_dismissal_clerk_certificate,10,10,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,civil_general,judgment_reference,reference,sfsc.strict_judgment_end_state.audited_case_summary_support_paper,10,9,0,0,0,0,0
2006,legacy_2000_2013,2.9.1,description,date_filed,appellate_review,appeal_reference,reference,sfsc.strict_judgment_end_state.motion_or_brief,10,8,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,family_multi_order,family_order_reference,reference,sfsc.strict_judgment_end_state.unresolved_end_state_mention,10,9,0,0,0,0,0
2006,historical_pre_2000,2.9.1,description,date_filed,writ_or_mandate,probate_order_reference,reference,sfsc.strict_judgment_end_state.probate_calendar_or_hearing,10,3,0,0,0,0,0
