original_event_year,case_model,recorded_event_kind,selected_original_events,original_total_count,recorded_amount_but_original_missing_count,no_original_or_recorded_amount_count,recorded_only_median,recorded_only_median_event_year
2001,family_multi_order,default_judgment,8,0,0,8,,
2001,family_multi_order,dismissal,31,0,0,31,,
2001,family_multi_order,judgment,706,1,0,705,,
2001,probate,amended_judgment,3,0,0,3,,
2001,probate,dismissal,19,0,0,19,,
2001,probate,judgment,1,0,0,1,,
2001,small_claims,take_nothing,1,0,0,1,,
2001,unknown,dismissal,2,0,0,2,,
2001,unlawful_detainer,default_judgment,2,0,0,2,,
2001,unlawful_detainer,dismissal,1312,1,0,1311,,
2001,unlawful_detainer,judgment,996,0,0,996,,
2001,unlawful_detainer,judgment_of_dismissal,2,0,0,2,,
2001,writ_or_mandate,dismissal,58,0,0,58,,
2001,writ_or_mandate,judgment,30,0,0,30,,
2002,civil_general,monetary_judgment,3134,1371,1763,0,6507.87,2002.0
2002,civil_general,renewal,164,43,121,0,8694.55,2012.0
2002,unlawful_detainer,possession,474,272,118,84,3317.19,2002.0
2002,small_claims,monetary_judgment,2455,2392,63,0,976.00,2002.0
2002,unlawful_detainer,monetary_judgment,104,70,33,1,3150.00,2002.0
2002,civil_general,amended_judgment,41,10,18,13,18963.15,2003.0
2002,unlawful_detainer,amended_judgment,139,74,7,58,4500.00,2002.0
2002,civil_general,take_nothing,57,8,6,43,1839.50,2003.5
2002,small_claims,dismissal,1005,62,5,938,1520.00,2002.0
2002,writ_or_mandate,monetary_judgment,1198,1194,4,0,144257.74,2002.0
2002,small_claims,amended_judgment,228,220,3,5,5057.00,2003.0
2002,unlawful_detainer,renewal,7,4,3,0,22187.52,2012.0
2002,civil_general,dismissal,10577,0,1,10576,18880.89,2003.0
2002,civil_general,judgment_of_dismissal,9,0,1,8,2027.17,2004.0
2002,unlawful_detainer,judgment,988,1,1,986,68947.17,2002.0
2002,appellate_review,dismissal,8,0,0,8,,
2002,civil_general,declaratory/injunctive,3,0,0,3,,
2002,civil_general,judgment,332,2,0,330,,
2002,civil_general,name_change_decree,450,0,0,450,,
2002,civil_general,possession,2,1,0,1,,
2002,criminal,dismissal,2921,0,0,2921,,
2002,criminal,judgment,1,0,0,1,,
2002,family_domestic_violence,default_judgment,1,0,0,1,,
2002,family_domestic_violence,dismissal,12,0,0,12,,
2002,family_domestic_violence,judgment,2,0,0,2,,
2002,family_multi_order,amended_judgment,3,0,0,3,,
2002,family_multi_order,dismissal,159,0,0,159,,
2002,family_multi_order,judgment,73,0,0,73,,
2002,probate,dismissal,32,0,0,32,,
2002,probate,judgment,3,0,0,3,,
2002,small_claims,judgment,1284,0,0,1284,,
2002,small_claims,renewal,19,19,0,0,,
2002,small_claims,take_nothing,2,2,0,0,,
2002,unknown,dismissal,1,0,0,1,,
2002,unknown,judgment_of_dismissal,2,0,0,2,,
2002,unlawful_detainer,declaratory/injunctive,1,0,0,1,,
2002,unlawful_detainer,default_judgment,2,0,0,2,,
2002,unlawful_detainer,dismissal,1373,0,0,1373,,
2002,unlawful_detainer,judgment_of_dismissal,1,0,0,1,,
2002,unlawful_detainer,take_nothing,12,1,0,11,,
2002,writ_or_mandate,amended_judgment,2,1,0,1,,
2002,writ_or_mandate,dismissal,78,0,0,78,,
2002,writ_or_mandate,judgment,127,0,0,127,,
2002,writ_or_mandate,renewal,62,62,0,0,,
2002,writ_or_mandate,take_nothing,1,0,0,1,,
2003,civil_general,monetary_judgment,2634,707,1927,0,5231.85,2003.0
2003,civil_general,renewal,209,36,173,0,13839.30,2013.0
2003,unlawful_detainer,possession,448,230,154,64,2991.41,2003.0
2003,small_claims,monetary_judgment,2337,2258,74,5,1543.14,2003.0
2003,unlawful_detainer,monetary_judgment,167,135,32,0,4557.21,2003.0
2003,civil_general,amended_judgment,41,12,24,5,15021.96,2004.5
2003,unlawful_detainer,amended_judgment,37,14,15,8,3523.00,2003.0
2003,civil_general,take_nothing,87,7,14,66,2132.94,2004.0
2003,small_claims,amended_judgment,250,240,6,4,2514.50,2004.0
2003,writ_or_mandate,monetary_judgment,1040,1036,4,0,14524.48,2003.0
2003,civil_general,judgment,375,2,3,370,2682.00,2004.0
2003,civil_general,dismissal,9436,2,2,9432,503337.07,2005.0
2003,unlawful_detainer,renewal,3,1,2,0,13562.17,2013.5
2003,civil_general,default_judgment,1,0,1,0,211965.13,2006.0
2003,small_claims,dismissal,1025,33,1,991,1092.00,2003.0
2003,writ_or_mandate,amended_judgment,4,2,1,1,23008.82,2003.0
2003,appellate_review,dismissal,22,0,0,22,,
2003,civil_general,declaratory/injunctive,1,0,0,1,,
2003,civil_general,judgment_of_dismissal,11,0,0,11,,
2003,civil_general,name_change_decree,440,0,0,440,,
2003,criminal,dismissal,2882,0,0,2882,,
2003,criminal,judgment,1,0,0,1,,
2003,family_domestic_violence,dismissal,9,0,0,9,,
2003,family_multi_order,amended_judgment,1,0,0,1,,
2003,family_multi_order,default_judgment,2,0,0,2,,
2003,family_multi_order,dismissal,710,0,0,710,,
2003,family_multi_order,judgment,11,0,0,11,,
2003,probate,dismissal,24,0,0,24,,
2003,probate,judgment,8,0,0,8,,
2003,small_claims,judgment,1189,0,0,1189,,
2003,small_claims,renewal,55,55,0,0,,
2003,small_claims,take_nothing,8,3,0,5,,
2003,unlawful_detainer,default_judgment,1,0,0,1,,
2003,unlawful_detainer,dismissal,1190,0,0,1190,,
2003,unlawful_detainer,judgment,1262,1,0,1261,,
2003,unlawful_detainer,judgment_of_dismissal,1,0,0,1,,
2003,unlawful_detainer,take_nothing,3,0,0,3,,
2003,writ_or_mandate,dismissal,66,0,0,66,,
2003,writ_or_mandate,judgment,128,2,0,126,,
2003,writ_or_mandate,renewal,31,31,0,0,,
2003,writ_or_mandate,take_nothing,4,1,0,3,,
2004,civil_general,monetary_judgment,2791,583,2208,0,5725.03,2004.0
2004,civil_general,renewal,304,39,265,0,16214.83,2014.0
2004,unlawful_detainer,possession,495,252,168,75,3026.65,2004.0
2004,small_claims,monetary_judgment,2174,2098,76,0,1385.70,2004.0
2004,unlawful_detainer,monetary_judgment,136,96,40,0,2055.90,2004.0
2004,unlawful_detainer,amended_judgment,36,9,21,6,6057.07,2005.0
2004,civil_general,amended_judgment,51,14,20,17,12753.38,2005.0
2004,civil_general,take_nothing,60,5,7,48,2701.95,2005.0
2004,small_claims,amended_judgment,179,175,4,0,3095.75,2005.0
2004,writ_or_mandate,monetary_judgment,409,405,4,0,18691.03,2004.5
2004,unlawful_detainer,renewal,5,2,3,0,52282.11,2013.0
2004,civil_general,judgment,299,4,2,293,10250.00,2005.0
2004,small_claims,renewal,51,49,2,0,2626.95,2014.5
2004,civil_general,dismissal,7964,0,1,7963,14968.71,2004.0
2004,probate,amended_judgment,2,0,1,1,235692.89,2008.0
2004,probate,monetary_judgment,1,0,1,0,1232000.00,2005.0
2004,small_claims,dismissal,896,18,1,877,2095.00,2004.0
2004,appellate_review,dismissal,10,0,0,10,,
2004,civil_general,judgment_of_dismissal,4,0,0,4,,
2004,civil_general,name_change_decree,575,0,0,575,,
2004,civil_general,possession,1,1,0,0,,
2004,criminal,dismissal,2814,0,0,2814,,
2004,family_domestic_violence,dismissal,7,0,0,7,,
2004,family_multi_order,amended_judgment,1,0,0,1,,
2004,family_multi_order,default_judgment,3,0,0,3,,
2004,family_multi_order,dismissal,595,0,0,595,,
2004,family_multi_order,judgment,12,0,0,12,,
2004,probate,dismissal,31,0,0,31,,
2004,probate,judgment,3,0,0,3,,
2004,probate,take_nothing,1,0,0,1,,
2004,small_claims,judgment,924,0,0,924,,
2004,small_claims,take_nothing,10,7,0,3,,
2004,unlawful_detainer,dismissal,500,0,0,500,,
2004,unlawful_detainer,judgment,1381,0,0,1381,,
2004,unlawful_detainer,judgment_of_dismissal,2,0,0,2,,
2004,unlawful_detainer,take_nothing,4,0,0,4,,
2004,writ_or_mandate,amended_judgment,2,1,0,1,,
2004,writ_or_mandate,dismissal,73,0,0,73,,
2004,writ_or_mandate,judgment,176,2,0,174,,
2004,writ_or_mandate,judgment_of_dismissal,1,0,0,1,,
2004,writ_or_mandate,renewal,16,16,0,0,,
2004,writ_or_mandate,take_nothing,8,1,0,7,,
2005,civil_general,monetary_judgment,2766,385,2381,0,5860.61,2005.0
2005,civil_general,renewal,265,24,241,0,14430.22,2015.0
2005,unlawful_detainer,possession,436,211,136,89,2470.49,2005.0
2005,small_claims,monetary_judgment,1949,1857,92,0,1603.58,2005.0
2005,unlawful_detainer,amended_judgment,63,10,48,5,6578.56,2005.0
2005,civil_general,amended_judgment,50,11,34,5,18867.11,2006.0
2005,unlawful_detainer,monetary_judgment,85,63,21,1,4411.44,2005.0
2005,small_claims,amended_judgment,165,152,13,0,1015.32,2005.0
2005,civil_general,take_nothing,80,9,10,61,5180.14,2006.0
2005,unlawful_detainer,renewal,8,2,6,0,46533.68,2017.0
2005,civil_general,judgment,276,4,3,269,13400.00,2005.0
2005,small_claims,dismissal,854,55,3,796,1942.00,2005.0
2005,small_claims,renewal,26,24,2,0,4456.35,2015.0
2005,writ_or_mandate,monetary_judgment,381,379,2,0,749662.74,2005.0
2005,civil_general,judgment_of_dismissal,6,0,1,5,289.20,2005.0
2005,unlawful_detainer,take_nothing,7,1,1,5,11316.60,2006.0
2005,writ_or_mandate,amended_judgment,9,4,1,4,293713.85,2006.0
2005,writ_or_mandate,renewal,27,26,1,0,5400901.00,2011.0
2005,appellate_review,dismissal,2,0,0,2,,
2005,civil_general,declaratory/injunctive,2,0,0,2,,
2005,civil_general,dismissal,6661,0,0,6661,,
2005,civil_general,name_change_decree,792,0,0,792,,
2005,criminal,dismissal,2356,0,0,2356,,
2005,family_domestic_violence,dismissal,3,0,0,3,,
2005,family_multi_order,amended_judgment,3,0,0,3,,
2005,family_multi_order,default_judgment,1,0,0,1,,
2005,family_multi_order,dismissal,889,0,0,889,,
2005,family_multi_order,judgment,12,0,0,12,,
2005,probate,amended_judgment,1,0,0,1,,
2005,probate,dismissal,43,0,0,43,,
2005,probate,judgment,6,0,0,6,,
2005,probate,monetary_judgment,1,1,0,0,,
2005,small_claims,judgment,788,0,0,788,,
2005,small_claims,judgment_of_dismissal,1,0,0,1,,
2005,small_claims,take_nothing,3,0,0,3,,
2005,unlawful_detainer,dismissal,514,0,0,514,,
2005,unlawful_detainer,judgment,1225,0,0,1225,,
2005,writ_or_mandate,dismissal,95,0,0,95,,
2005,writ_or_mandate,judgment,173,4,0,169,,
2005,writ_or_mandate,judgment_of_dismissal,2,0,0,2,,
2005,writ_or_mandate,take_nothing,24,5,0,19,,
2006,civil_general,monetary_judgment,3233,662,2571,0,5734.31,2006.0
2006,civil_general,renewal,437,40,397,0,12888.24,2016.0
2006,unlawful_detainer,possession,401,202,123,76,2566.80,2006.0
2006,small_claims,monetary_judgment,1720,1666,54,0,2528.70,2006.0
2006,civil_general,amended_judgment,50,16,27,7,10777.80,2007.0
2006,unlawful_detainer,amended_judgment,29,3,22,4,5647.18,2006.0
2006,unlawful_detainer,monetary_judgment,69,51,18,0,3932.97,2006.0
2006,civil_general,take_nothing,77,7,9,61,14333.64,2007.0
2006,small_claims,amended_judgment,180,171,7,2,2857.00,2007.0
2006,writ_or_mandate,monetary_judgment,347,343,4,0,11769.83,2006.5
2006,civil_general,dismissal,6517,0,1,6516,3386.00,2006.0
2006,small_claims,dismissal,616,21,1,594,1093.35,2006.0
2006,unlawful_detainer,renewal,5,4,1,0,44358.17,2022.0
2006,writ_or_mandate,renewal,21,20,1,0,161321.43,2016.0
2006,appellate_review,dismissal,1,0,0,1,,
2006,civil_general,judgment,242,12,0,230,,
2006,civil_general,judgment_of_dismissal,7,0,0,7,,
2006,civil_general,name_change_decree,745,0,0,745,,
2006,criminal,dismissal,1704,0,0,1704,,
2006,criminal,judgment,1,0,0,1,,
2006,family_domestic_violence,dismissal,4,0,0,4,,
2006,family_multi_order,amended_judgment,3,0,0,3,,
2006,family_multi_order,dismissal,785,0,0,785,,
2006,family_multi_order,judgment,32,0,0,32,,
2006,probate,dismissal,25,0,0,25,,
2006,probate,judgment,3,0,0,3,,
2006,probate,judgment_of_dismissal,1,0,0,1,,
2006,small_claims,judgment,864,0,0,864,,
2006,small_claims,renewal,18,18,0,0,,
2006,small_claims,take_nothing,2,0,0,2,,
2006,unlawful_detainer,dismissal,527,0,0,527,,
2006,unlawful_detainer,judgment,995,0,0,995,,
2006,unlawful_detainer,take_nothing,4,0,0,4,,
2006,writ_or_mandate,amended_judgment,4,3,0,1,,
2006,writ_or_mandate,dismissal,83,0,0,83,,
2006,writ_or_mandate,judgment,131,3,0,128,,
2006,writ_or_mandate,take_nothing,11,3,0,8,,
2007,civil_general,monetary_judgment,3288,476,2812,0,5555.31,2007.0
2007,civil_general,renewal,441,48,393,0,11145.50,2017.0
2007,unlawful_detainer,possession,390,169,143,78,3721.40,2007.0
2007,small_claims,monetary_judgment,1713,1680,33,0,1263.45,2007.0
2007,civil_general,amended_judgment,55,22,25,8,23768.58,2008.0
2007,civil_general,take_nothing,82,11,12,59,4111.80,2008.0
2007,unlawful_detainer,monetary_judgment,85,73,12,0,3496.50,2007.0
2007,unlawful_detainer,amended_judgment,16,4,11,1,7287.56,2007.0
2007,small_claims,amended_judgment,121,117,3,1,685.00,2008.0
2007,unlawful_detainer,renewal,5,2,3,0,22793.35,2017.0
2007,small_claims,dismissal,612,8,2,602,55.00,2007.0
2007,civil_general,declaratory/injunctive,4,0,1,3,612524.00,2008.0
2007,civil_general,dismissal,6758,3,1,6754,9495.00,2007.0
2007,civil_general,judgment,204,1,1,202,4126.87,2008.0
2007,unlawful_detainer,take_nothing,7,0,1,6,375.00,2008.0
2007,writ_or_mandate,monetary_judgment,348,347,1,0,11775.45,2017.0
2007,civil_general,default_judgment,1,0,0,1,,
2007,civil_general,judgment_of_dismissal,5,0,0,5,,
2007,civil_general,name_change_decree,982,0,0,982,,
2007,criminal,dismissal,1554,0,0,1554,,
2007,family_domestic_violence,dismissal,6,0,0,6,,
2007,family_multi_order,amended_judgment,5,0,0,5,,
2007,family_multi_order,default_judgment,2,0,0,2,,
2007,family_multi_order,dismissal,673,0,0,673,,
2007,family_multi_order,judgment,17,0,0,17,,
2007,probate,amended_judgment,1,0,0,1,,
2007,probate,declaratory/injunctive,1,0,0,1,,
2007,probate,dismissal,18,0,0,18,,
2007,probate,judgment,1,0,0,1,,
2007,probate,monetary_judgment,2,2,0,0,,
2007,probate,possession,1,0,0,1,,
2007,small_claims,judgment,947,0,0,947,,
2007,small_claims,judgment_of_dismissal,1,1,0,0,,
2007,small_claims,renewal,39,39,0,0,,
2007,small_claims,take_nothing,3,2,0,1,,
2007,unlawful_detainer,dismissal,581,0,0,581,,
2007,unlawful_detainer,judgment,1005,0,0,1005,,
2007,writ_or_mandate,amended_judgment,6,5,0,1,,
2007,writ_or_mandate,default_judgment,1,0,0,1,,
2007,writ_or_mandate,dismissal,120,0,0,120,,
2007,writ_or_mandate,judgment,88,0,0,88,,
2007,writ_or_mandate,judgment_of_dismissal,1,0,0,1,,
2007,writ_or_mandate,renewal,54,54,0,0,,
2007,writ_or_mandate,take_nothing,13,1,0,12,,
2008,civil_general,monetary_judgment,3657,414,3243,0,5708.24,2008.0
2008,civil_general,renewal,512,65,447,0,11403.83,2018.0
2008,unlawful_detainer,possession,472,209,153,110,3134.00,2008.0
2008,small_claims,monetary_judgment,1480,1371,109,0,1698.21,2008.0
2008,civil_general,amended_judgment,59,12,42,5,15881.68,2009.0
2008,unlawful_detainer,amended_judgment,40,8,32,0,7555.50,2008.0
2008,civil_general,take_nothing,94,7,17,70,2995.00,2009.0
2008,unlawful_detainer,monetary_judgment,76,61,14,1,3684.84,2008.0
2008,small_claims,amended_judgment,56,49,7,0,3130.00,2009.0
2008,small_claims,dismissal,998,2,6,990,2124.50,2008.0
2008,small_claims,renewal,52,47,5,0,15098.91,2018.0
2008,writ_or_mandate,monetary_judgment,596,591,5,0,7266.00,2008.0
2008,civil_general,judgment,195,4,3,188,27500.00,2008.0
2008,unlawful_detainer,renewal,2,1,1,0,6695.56,2018.0
2008,writ_or_mandate,renewal,49,48,1,0,21598.88,2018.0
2008,writ_or_mandate,take_nothing,17,2,1,14,9348.00,2008.0
2008,civil_general,dismissal,7336,0,0,7336,,
2008,civil_general,judgment_of_dismissal,8,2,0,6,,
2008,civil_general,name_change_decree,845,0,0,845,,
2008,criminal,dismissal,1613,0,0,1613,,
2008,criminal,judgment,3,0,0,3,,
2008,family_domestic_violence,dismissal,5,0,0,5,,
2008,family_multi_order,amended_judgment,5,0,0,5,,
2008,family_multi_order,declaratory/injunctive,1,0,0,1,,
2008,family_multi_order,dismissal,1028,0,0,1028,,
2008,family_multi_order,judgment,20,0,0,20,,
2008,probate,dismissal,21,0,0,21,,
2008,probate,judgment,2,0,0,2,,
2008,probate,monetary_judgment,1,1,0,0,,
2008,probate,take_nothing,1,0,0,1,,
2008,small_claims,judgment,531,0,0,531,,
2008,small_claims,take_nothing,1,0,0,1,,
2008,unlawful_detainer,dismissal,596,0,0,596,,
2008,unlawful_detainer,judgment,861,0,0,861,,
2008,unlawful_detainer,take_nothing,3,0,0,3,,
2008,writ_or_mandate,amended_judgment,4,4,0,0,,
2008,writ_or_mandate,dismissal,161,0,0,161,,
2008,writ_or_mandate,judgment,81,0,0,81,,
2009,civil_general,monetary_judgment,3369,394,2975,0,5941.40,2009.0
2009,civil_general,renewal,534,65,469,0,9835.40,2019.0
2009,small_claims,monetary_judgment,1605,1506,99,0,2074.85,2009.0
2009,unlawful_detainer,possession,328,125,90,113,4766.63,2009.0
2009,civil_general,amended_judgment,60,16,37,7,23042.26,2010.0
2009,small_claims,dismissal,1535,8,36,1491,2267.83,2009.0
2009,unlawful_detainer,amended_judgment,27,3,20,4,5844.29,2009.0
2009,civil_general,take_nothing,72,10,14,48,5237.88,2010.0
2009,unlawful_detainer,monetary_judgment,52,40,12,0,5940.00,2009.0
2009,small_claims,amended_judgment,88,83,5,0,1131.00,2009.0
2009,civil_general,judgment,183,2,4,177,33226.45,2009.5
2009,writ_or_mandate,monetary_judgment,399,395,3,1,2519.41,2009.0
2009,civil_general,dismissal,8111,0,1,8110,188817.94,2009.0
2009,small_claims,renewal,60,59,1,0,3797.00,2017.0
2009,unlawful_detainer,renewal,2,1,1,0,238025.81,2019.0
2009,writ_or_mandate,amended_judgment,4,3,1,0,28000.00,2009.0
2009,writ_or_mandate,renewal,44,43,1,0,166792.70,2019.0
2009,civil_general,judgment_of_dismissal,6,0,0,6,,
2009,civil_general,name_change_decree,815,0,0,815,,
2009,criminal,dismissal,1550,0,0,1550,,
2009,criminal,judgment,1,0,0,1,,
2009,family_domestic_violence,dismissal,4,0,0,4,,
2009,family_multi_order,amended_judgment,4,0,0,4,,
2009,family_multi_order,dismissal,1001,0,0,1001,,
2009,family_multi_order,judgment,24,0,0,24,,
2009,probate,default_judgment,1,0,0,1,,
2009,probate,dismissal,23,0,0,23,,
2009,probate,monetary_judgment,1,1,0,0,,
2009,small_claims,judgment,594,0,0,594,,
2009,small_claims,take_nothing,2,1,0,1,,
2009,unknown,dismissal,1,0,0,1,,
2009,unlawful_detainer,dismissal,596,0,0,596,,
2009,unlawful_detainer,judgment,727,0,0,727,,
2009,unlawful_detainer,take_nothing,2,0,0,2,,
2009,writ_or_mandate,dismissal,96,0,0,96,,
2009,writ_or_mandate,judgment,95,0,0,95,,
2009,writ_or_mandate,take_nothing,14,4,0,10,,
2010,civil_general,monetary_judgment,2772,432,2340,0,8003.99,2010.0
2010,civil_general,renewal,387,83,304,0,11572.55,2020.0
2010,small_claims,monetary_judgment,1656,1512,144,0,3079.04,2010.0
2010,unlawful_detainer,possession,335,135,104,96,4157.94,2010.0
2010,civil_general,amended_judgment,49,15,25,9,13510.83,2011.0
2010,small_claims,dismissal,1724,3,12,1709,1868.25,2010.0
2010,civil_general,take_nothing,62,8,11,43,2121.62,2011.0
2010,unlawful_detainer,amended_judgment,23,7,11,5,8795.75,2010.0
2010,unlawful_detainer,monetary_judgment,34,30,4,0,30447.13,2010.5
2010,small_claims,renewal,58,55,3,0,10151.26,2020.0
2010,civil_general,judgment_of_dismissal,8,0,2,6,4658.85,2011.5
2010,civil_general,dismissal,9019,0,1,9018,603852.99,2010.0
2010,civil_general,judgment,182,8,1,173,345549.00,2011.0
2010,small_claims,amended_judgment,18,16,1,1,2550.00,2010.0
2010,writ_or_mandate,monetary_judgment,382,381,1,0,97487.89,2010.0
2010,writ_or_mandate,renewal,39,38,1,0,5009778.00,2020.0
2010,civil_general,default_judgment,1,0,0,1,,
2010,civil_general,name_change_decree,801,0,0,801,,
2010,criminal,dismissal,1930,0,0,1930,,
2010,family_domestic_violence,dismissal,2,0,0,2,,
2010,family_multi_order,amended_judgment,6,0,0,6,,
2010,family_multi_order,dismissal,500,0,0,500,,
2010,family_multi_order,judgment,27,0,0,27,,
2010,probate,dismissal,18,0,0,18,,
2010,probate,judgment,1,0,0,1,,
2010,probate,monetary_judgment,1,1,0,0,,
2010,small_claims,judgment,498,0,0,498,,
2010,small_claims,take_nothing,3,2,0,1,,
2010,unlawful_detainer,dismissal,621,0,0,621,,
2010,unlawful_detainer,judgment,752,1,0,751,,
2010,unlawful_detainer,judgment_of_dismissal,1,0,0,1,,
2010,unlawful_detainer,take_nothing,3,0,0,3,,
2010,writ_or_mandate,amended_judgment,6,5,0,1,,
2010,writ_or_mandate,dismissal,79,0,0,79,,
2010,writ_or_mandate,judgment,113,1,0,112,,
2010,writ_or_mandate,take_nothing,8,1,0,7,,
2011,civil_general,monetary_judgment,2175,699,1476,0,7849.22,2011.0
2011,civil_general,renewal,410,140,270,0,11320.34,2021.0
2011,unlawful_detainer,possession,321,119,80,122,4008.51,2011.0
2011,small_claims,monetary_judgment,1331,1254,77,0,1895.00,2011.0
2011,small_claims,dismissal,1481,2,49,1430,2650.00,2011.0
2011,civil_general,amended_judgment,41,9,24,8,19288.87,2012.0
2011,civil_general,take_nothing,96,7,13,76,4029.78,2012.0
2011,unlawful_detainer,monetary_judgment,30,23,7,0,6812.96,2011.0
2011,small_claims,amended_judgment,13,10,3,0,5080.00,2011.0
2011,small_claims,renewal,37,34,3,0,10056.16,2021.0
2011,unlawful_detainer,amended_judgment,9,2,3,4,34490.00,2011.0
2011,small_claims,judgment,545,0,2,543,1504.99,2011.0
2011,writ_or_mandate,monetary_judgment,409,407,2,0,1874143.35,2011.0
2011,civil_general,judgment,120,3,1,116,61606.00,2011.0
2011,unlawful_detainer,renewal,1,0,1,0,78747.56,2021.0
2011,writ_or_mandate,amended_judgment,4,2,1,1,1191.83,2011.0
2011,writ_or_mandate,renewal,54,53,1,0,775246.00,2019.0
2011,civil_general,dismissal,7184,1,0,7183,,
2011,civil_general,judgment_of_dismissal,5,0,0,5,,
2011,civil_general,name_change_decree,861,0,0,861,,
2011,civil_general,possession,1,1,0,0,,
2011,criminal,dismissal,1724,0,0,1724,,
2011,family_domestic_violence,dismissal,3,0,0,3,,
2011,family_multi_order,default_judgment,1,0,0,1,,
2011,family_multi_order,dismissal,565,0,0,565,,
2011,family_multi_order,judgment,29,0,0,29,,
2011,probate,amended_judgment,1,0,0,1,,
2011,probate,dismissal,14,0,0,14,,
2011,probate,judgment,2,0,0,2,,
2011,unlawful_detainer,default_judgment,1,0,0,1,,
2011,unlawful_detainer,dismissal,644,0,0,644,,
2011,unlawful_detainer,judgment,893,0,0,893,,
2011,unlawful_detainer,take_nothing,2,0,0,2,,
2011,writ_or_mandate,dismissal,65,0,0,65,,
2011,writ_or_mandate,judgment,155,0,0,155,,
2011,writ_or_mandate,judgment_of_dismissal,2,0,0,2,,
2011,writ_or_mandate,take_nothing,7,1,0,6,,
2012,civil_general,monetary_judgment,2115,443,1672,0,7525.44,2012.0
2012,civil_general,renewal,386,87,299,0,12556.47,2022.0
2012,unlawful_detainer,possession,193,53,60,80,4253.31,2012.0
2012,small_claims,monetary_judgment,1206,1153,53,0,2088.00,2012.0
2012,civil_general,amended_judgment,48,10,30,8,27133.79,2013.0
2012,small_claims,dismissal,1386,12,26,1348,1133.35,2012.0
2012,unlawful_detainer,monetary_judgment,72,61,11,0,4953.24,2012.0
2012,civil_general,take_nothing,85,9,10,66,7579.95,2012.5
2012,unlawful_detainer,amended_judgment,14,3,9,2,15981.66,2012.0
2012,civil_general,judgment_of_dismissal,11,0,2,9,20212.50,2012.5
2012,small_claims,amended_judgment,10,8,2,0,1162.89,2012.0
2012,small_claims,take_nothing,2,0,2,0,5272.18,2012.5
2012,unlawful_detainer,renewal,2,0,2,0,28269.44,2022.0
2012,writ_or_mandate,amended_judgment,8,3,2,3,37092.02,2014.0
2012,writ_or_mandate,monetary_judgment,412,410,2,0,363580.08,2017.0
2012,small_claims,renewal,29,28,1,0,6087.12,2022.0
2012,writ_or_mandate,renewal,28,27,1,0,478706.26,2021.0
2012,civil_general,default_judgment,1,0,0,1,,
2012,civil_general,dismissal,6433,0,0,6433,,
2012,civil_general,judgment,142,1,0,141,,
2012,civil_general,name_change_decree,806,0,0,806,,
2012,criminal,dismissal,1137,0,0,1137,,
2012,criminal,judgment,1,0,0,1,,
2012,family_domestic_violence,dismissal,6,0,0,6,,
2012,family_multi_order,amended_judgment,5,0,0,5,,
2012,family_multi_order,default_judgment,2,0,0,2,,
2012,family_multi_order,dismissal,428,0,0,428,,
2012,family_multi_order,judgment,22,0,0,22,,
2012,probate,dismissal,47,0,0,47,,
2012,probate,judgment,1,0,0,1,,
2012,probate,judgment_of_dismissal,1,0,0,1,,
2012,probate,possession,1,0,0,1,,
2012,small_claims,judgment,571,0,0,571,,
2012,unlawful_detainer,dismissal,685,0,0,685,,
2012,unlawful_detainer,judgment,662,1,0,661,,
2012,unlawful_detainer,take_nothing,2,0,0,2,,
2012,writ_or_mandate,dismissal,51,0,0,51,,
2012,writ_or_mandate,judgment,102,0,0,102,,
2012,writ_or_mandate,take_nothing,14,5,0,9,,
2013,civil_general,monetary_judgment,2569,620,1949,0,7086.75,2013.0
2013,civil_general,renewal,364,61,303,0,12239.46,2023.0
2013,small_claims,monetary_judgment,1197,1128,69,0,1500.00,2013.0
2013,unlawful_detainer,possession,176,51,56,69,4568.47,2013.0
2013,small_claims,dismissal,1356,3,41,1312,2763.00,2013.0
2013,civil_general,amended_judgment,55,19,29,7,18119.31,2014.0
2013,civil_general,take_nothing,78,5,8,65,6581.73,2013.5
2013,writ_or_mandate,monetary_judgment,315,310,5,0,10370.00,2013.0
2013,unlawful_detainer,monetary_judgment,24,21,3,0,16056.32,2013.0
2013,small_claims,renewal,42,40,2,0,8391.01,2023.0
2013,civil_general,judgment,140,1,1,138,5888.00,2014.0
2013,small_claims,amended_judgment,4,3,1,0,1250.00,2014.0
2013,small_claims,judgment,506,0,1,505,2962.50,2013.0
2013,writ_or_mandate,renewal,36,35,1,0,1666923.57,2023.0
2013,civil_general,declaratory/injunctive,1,0,0,1,,
2013,civil_general,dismissal,5762,0,0,5762,,
2013,civil_general,judgment_of_dismissal,8,0,0,8,,
2013,civil_general,name_change_decree,770,0,0,770,,
2013,criminal,dismissal,1262,0,0,1262,,
2013,family_domestic_violence,dismissal,3,0,0,3,,
2013,family_multi_order,amended_judgment,4,0,0,4,,
2013,family_multi_order,default_judgment,9,0,0,9,,
2013,family_multi_order,dismissal,416,0,0,416,,
2013,family_multi_order,judgment,25,0,0,25,,
2013,probate,dismissal,49,0,0,49,,
2013,probate,monetary_judgment,1,1,0,0,,
2013,unlawful_detainer,amended_judgment,1,1,0,0,,
2013,unlawful_detainer,dismissal,499,0,0,499,,
2013,unlawful_detainer,judgment,500,0,0,500,,
2013,writ_or_mandate,amended_judgment,2,2,0,0,,
2013,writ_or_mandate,dismissal,54,0,0,54,,
