event_year,case_model,event_kind,extraction_period,source_field,operative_event_count,parsed_total_count,recognized_money_event_count,recognized_money_without_total_count,explicit_currency_not_recognized_count,unmarked_numeric_context_count
2002,family_multi_order,amended_judgment,historical_pre_2000,description,3,0,0,0,0,0
2002,small_claims,take_nothing,legacy_2000_2013,description,3,2,3,1,0,0
2002,unlawful_detainer,default_judgment,legacy_2000_2013,description,3,0,0,0,0,0
2002,unlawful_detainer,monetary_judgment,historical_pre_2000,description,3,3,3,0,0,0
2002,civil_general,possession,legacy_2000_2013,description,2,1,1,0,0,0
2002,criminal,judgment,legacy_2000_2013,description,2,0,0,0,0,0
2002,family_domestic_violence,judgment,legacy_2000_2013,description,2,0,0,0,0,0
2002,unlawful_detainer,amended_judgment,historical_pre_2000,description,2,0,0,0,0,0
2002,unlawful_detainer,judgment,historical_pre_2000,description,2,1,1,0,0,0
2002,civil_general,declaratory/injunctive,historical_pre_2000,description,1,0,0,0,0,0
2002,criminal,judgment,legacy_2000_2013,docketEntryComment,1,0,0,0,0,0
2002,family_domestic_violence,default_judgment,historical_pre_2000,description,1,0,0,0,0,0
2002,family_multi_order,amended_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2002,probate,judgment,historical_pre_2000,description,1,0,0,0,0,0
2002,probate,judgment,legacy_2000_2013,description,1,0,0,0,0,0
2002,small_claims,amended_judgment,historical_pre_2000,description,1,1,1,0,0,0
2002,unknown,monetary_judgment,legacy_2000_2013,description,1,1,1,0,0,0
2002,unlawful_detainer,declaratory/injunctive,legacy_2000_2013,description,1,0,0,0,0,0
2002,writ_or_mandate,amended_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2002,writ_or_mandate,take_nothing,historical_pre_2000,description,1,0,0,0,0,0
2002,writ_or_mandate,take_nothing,legacy_2000_2013,description,1,0,0,0,0,0
2003,civil_general,monetary_judgment,legacy_2000_2013,description,2867,2867,2867,0,0,0
2003,small_claims,monetary_judgment,legacy_2000_2013,description,2751,2746,2751,5,0,0
2003,unlawful_detainer,judgment,legacy_2000_2013,description,1569,1,19,18,0,0
2003,small_claims,judgment,legacy_2000_2013,description,1461,0,21,21,0,0
2003,civil_general,judgment,legacy_2000_2013,description,1228,4,42,38,0,0
2003,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,1073,1073,1073,0,0,0
2003,unlawful_detainer,possession,legacy_2000_2013,description,492,399,410,11,0,0
2003,small_claims,amended_judgment,legacy_2000_2013,description,320,241,249,8,0,0
2003,civil_general,take_nothing,legacy_2000_2013,description,199,15,22,7,0,0
2003,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,173,171,173,2,0,0
2003,writ_or_mandate,judgment,legacy_2000_2013,description,133,2,6,4,0,0
2003,civil_general,amended_judgment,legacy_2000_2013,description,42,32,35,3,0,0
2003,civil_general,judgment,historical_pre_2000,description,41,0,4,4,0,0
2003,unlawful_detainer,amended_judgment,legacy_2000_2013,description,36,25,25,0,0,0
2003,civil_general,monetary_judgment,historical_pre_2000,description,21,21,21,0,0,0
2003,writ_or_mandate,judgment,historical_pre_2000,description,17,0,0,0,0,0
2003,civil_general,take_nothing,historical_pre_2000,description,12,3,4,1,0,0
2003,small_claims,take_nothing,legacy_2000_2013,description,11,5,6,1,0,0
2003,family_multi_order,judgment,legacy_2000_2013,description,10,0,0,0,0,0
2003,civil_general,default_judgment,legacy_2000_2013,description,9,0,0,0,0,0
2003,civil_general,amended_judgment,historical_pre_2000,description,7,3,4,1,0,0
2003,probate,judgment,legacy_2000_2013,description,6,0,0,0,0,0
2003,unlawful_detainer,default_judgment,legacy_2000_2013,description,5,0,0,0,0,0
2003,unlawful_detainer,take_nothing,legacy_2000_2013,description,5,0,1,1,0,0
2003,writ_or_mandate,amended_judgment,legacy_2000_2013,description,5,3,3,0,0,0
2003,probate,judgment,historical_pre_2000,description,4,0,1,1,0,0
2003,small_claims,monetary_judgment,historical_pre_2000,description,4,4,4,0,0,0
2003,civil_general,declaratory/injunctive,legacy_2000_2013,description,3,0,0,0,0,0
2003,writ_or_mandate,take_nothing,legacy_2000_2013,description,3,1,1,0,0,0
2003,family_multi_order,amended_judgment,historical_pre_2000,description,2,0,0,0,0,0
2003,family_multi_order,default_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2003,family_multi_order,judgment,historical_pre_2000,description,2,0,0,0,0,0
2003,small_claims,judgment,historical_pre_2000,description,2,0,0,0,0,0
2003,civil_general,possession,historical_pre_2000,description,1,1,1,0,0,0
2003,criminal,judgment,legacy_2000_2013,description,1,0,0,0,0,0
2003,small_claims,amended_judgment,historical_pre_2000,description,1,1,1,0,0,0
2003,writ_or_mandate,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2004,civil_general,monetary_judgment,legacy_2000_2013,description,3166,3166,3166,0,0,0
2004,small_claims,monetary_judgment,legacy_2000_2013,description,2479,2479,2479,0,0,0
2004,unlawful_detainer,judgment,legacy_2000_2013,description,1728,0,7,7,0,0
2004,small_claims,judgment,legacy_2000_2013,description,1136,0,23,23,0,0
2004,civil_general,judgment,legacy_2000_2013,description,971,10,75,65,0,0
2004,unlawful_detainer,possession,legacy_2000_2013,description,547,447,454,7,0,0
2004,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,422,422,422,0,0,0
2004,small_claims,amended_judgment,legacy_2000_2013,description,287,218,228,10,0,0
2004,civil_general,take_nothing,legacy_2000_2013,description,176,22,31,9,0,0
2004,writ_or_mandate,judgment,legacy_2000_2013,description,155,2,18,16,0,0
2004,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,138,138,138,0,0,0
2004,civil_general,amended_judgment,legacy_2000_2013,description,49,29,35,6,0,0
2004,writ_or_mandate,judgment,historical_pre_2000,description,43,0,6,6,0,0
2004,unlawful_detainer,amended_judgment,legacy_2000_2013,description,25,16,16,0,0,0
2004,civil_general,judgment,historical_pre_2000,description,22,0,3,3,0,0
2004,civil_general,monetary_judgment,historical_pre_2000,description,14,14,14,0,0,0
2004,family_multi_order,judgment,legacy_2000_2013,description,13,0,0,0,0,0
2004,small_claims,take_nothing,legacy_2000_2013,description,13,8,8,0,0,0
2004,civil_general,default_judgment,legacy_2000_2013,description,11,0,2,2,0,0
2004,probate,judgment,legacy_2000_2013,description,8,0,2,2,0,0
2004,civil_general,amended_judgment,historical_pre_2000,description,7,4,5,1,0,0
2004,writ_or_mandate,take_nothing,legacy_2000_2013,description,7,1,1,0,0,0
2004,writ_or_mandate,amended_judgment,legacy_2000_2013,description,6,4,5,1,0,0
2004,civil_general,take_nothing,historical_pre_2000,description,5,1,1,0,0,0
2004,unlawful_detainer,default_judgment,legacy_2000_2013,description,5,0,0,0,0,0
2004,unlawful_detainer,take_nothing,legacy_2000_2013,description,4,0,0,0,0,0
2004,writ_or_mandate,monetary_judgment,historical_pre_2000,description,4,4,4,0,0,0
2004,civil_general,possession,legacy_2000_2013,description,3,1,1,0,0,0
2004,family_multi_order,default_judgment,historical_pre_2000,description,2,0,0,0,0,0
2004,family_multi_order,default_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2004,family_multi_order,judgment,historical_pre_2000,description,2,0,0,0,0,0
2004,family_multi_order,amended_judgment,historical_pre_2000,description,1,0,0,0,0,0
2004,family_multi_order,amended_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2004,probate,amended_judgment,legacy_2000_2013,description,1,0,1,1,0,0
2004,probate,judgment,historical_pre_2000,description,1,0,0,0,0,0
2004,probate,take_nothing,legacy_2000_2013,description,1,0,0,0,0,0
2004,small_claims,judgment,historical_pre_2000,description,1,0,0,0,0,0
2004,small_claims,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2004,unlawful_detainer,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2005,civil_general,monetary_judgment,legacy_2000_2013,description,3083,3082,3082,0,0,0
2005,small_claims,monetary_judgment,legacy_2000_2013,description,2221,2221,2221,0,0,0
2005,unlawful_detainer,judgment,legacy_2000_2013,description,1515,0,3,3,0,0
2005,small_claims,judgment,legacy_2000_2013,description,1012,1,32,31,0,0
2005,civil_general,judgment,legacy_2000_2013,description,965,7,58,51,0,0
2005,unlawful_detainer,possession,legacy_2000_2013,description,479,369,374,5,0,0
2005,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,415,415,415,0,0,0
2005,civil_general,take_nothing,legacy_2000_2013,description,252,16,25,9,0,0
2005,small_claims,amended_judgment,legacy_2000_2013,description,234,169,179,10,0,0
2005,writ_or_mandate,judgment,legacy_2000_2013,description,142,5,82,77,0,0
2005,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,95,94,95,1,0,0
2005,unlawful_detainer,amended_judgment,legacy_2000_2013,description,76,65,65,0,0,0
2005,civil_general,amended_judgment,legacy_2000_2013,description,53,37,42,5,0,0
2005,writ_or_mandate,judgment,historical_pre_2000,description,47,0,47,47,0,0
2005,writ_or_mandate,take_nothing,legacy_2000_2013,description,26,5,6,1,0,0
2005,civil_general,judgment,historical_pre_2000,description,16,0,2,2,0,0
2005,civil_general,take_nothing,historical_pre_2000,description,13,3,3,0,0,0
2005,unlawful_detainer,take_nothing,legacy_2000_2013,description,13,1,3,2,0,0
2005,family_multi_order,judgment,legacy_2000_2013,description,12,0,0,0,0,0
2005,probate,judgment,legacy_2000_2013,description,9,0,0,0,0,0
2005,civil_general,monetary_judgment,historical_pre_2000,description,7,7,7,0,0,0
2005,writ_or_mandate,amended_judgment,legacy_2000_2013,description,7,5,5,0,0,0
2005,small_claims,take_nothing,legacy_2000_2013,description,4,0,0,0,0,0
2005,civil_general,declaratory/injunctive,legacy_2000_2013,description,3,0,1,1,0,0
2005,unlawful_detainer,judgment,historical_pre_2000,description,3,0,0,0,0,0
2005,civil_general,default_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2005,family_multi_order,amended_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2005,probate,monetary_judgment,legacy_2000_2013,description,2,2,2,0,0,0
2005,civil_general,amended_judgment,historical_pre_2000,description,1,1,1,0,0,0
2005,family_multi_order,amended_judgment,historical_pre_2000,description,1,0,0,0,0,0
2005,family_multi_order,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2005,probate,amended_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2005,probate,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2005,unlawful_detainer,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2005,unlawful_detainer,possession,historical_pre_2000,description,1,1,1,0,0,0
2005,writ_or_mandate,amended_judgment,historical_pre_2000,description,1,0,1,1,0,0
2006,civil_general,monetary_judgment,legacy_2000_2013,description,3723,3723,3723,0,0,0
2006,small_claims,monetary_judgment,legacy_2000_2013,description,2029,2029,2029,0,0,0
2006,unlawful_detainer,judgment,legacy_2000_2013,description,1232,0,2,2,0,0
2006,small_claims,judgment,legacy_2000_2013,description,1102,0,11,11,0,0
2006,civil_general,judgment,legacy_2000_2013,description,1061,15,37,22,0,0
2006,unlawful_detainer,possession,legacy_2000_2013,description,434,332,337,5,0,0
2006,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,370,370,370,0,0,0
2006,civil_general,take_nothing,legacy_2000_2013,description,217,17,20,3,0,0
2006,small_claims,amended_judgment,legacy_2000_2013,description,215,173,179,6,0,0
2006,writ_or_mandate,judgment,legacy_2000_2013,description,131,3,82,79,0,0
2006,civil_general,amended_judgment,legacy_2000_2013,description,80,67,72,5,0,0
2006,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,74,74,74,0,0,0
2006,unlawful_detainer,amended_judgment,legacy_2000_2013,description,46,40,40,0,0,0
2006,family_multi_order,judgment,legacy_2000_2013,description,31,0,0,0,0,0
2006,writ_or_mandate,judgment,historical_pre_2000,description,17,0,15,15,0,0
2006,writ_or_mandate,take_nothing,legacy_2000_2013,description,13,4,4,0,0,0
2006,civil_general,judgment,historical_pre_2000,description,10,0,0,0,0,0
2006,civil_general,amended_judgment,historical_pre_2000,description,5,1,1,0,0,0
2006,probate,judgment,legacy_2000_2013,description,5,0,0,0,0,0
2006,unlawful_detainer,take_nothing,legacy_2000_2013,description,5,1,1,0,0,0
2006,civil_general,monetary_judgment,historical_pre_2000,description,4,4,4,0,0,0
2006,civil_general,take_nothing,historical_pre_2000,description,4,1,1,0,0,0
2006,family_multi_order,amended_judgment,legacy_2000_2013,description,4,0,0,0,0,0
2006,small_claims,take_nothing,legacy_2000_2013,description,4,1,1,0,0,0
2006,writ_or_mandate,amended_judgment,legacy_2000_2013,description,4,3,3,0,0,0
2006,civil_general,default_judgment,legacy_2000_2013,description,2,1,1,0,0,0
2006,probate,amended_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2006,criminal,judgment,legacy_2000_2013,description,1,0,0,0,0,0
2006,family_multi_order,judgment,historical_pre_2000,description,1,0,0,0,0,0
2007,civil_general,monetary_judgment,legacy_2000_2013,description,3712,3712,3712,0,0,0
2007,small_claims,monetary_judgment,legacy_2000_2013,description,2019,2019,2019,0,0,0
2007,unlawful_detainer,judgment,legacy_2000_2013,description,1271,0,3,3,0,0
2007,small_claims,judgment,legacy_2000_2013,description,1128,0,14,14,0,0
2007,civil_general,judgment,legacy_2000_2013,description,749,1,20,19,0,0
2007,unlawful_detainer,possession,legacy_2000_2013,description,420,320,325,5,0,0
2007,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,408,408,408,0,0,0
2007,civil_general,take_nothing,legacy_2000_2013,description,179,22,25,3,0,0
2007,small_claims,amended_judgment,legacy_2000_2013,description,110,81,83,2,0,0
2007,writ_or_mandate,judgment,legacy_2000_2013,description,91,0,55,55,0,0
2007,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,87,87,87,0,0,0
2007,civil_general,amended_judgment,legacy_2000_2013,description,74,57,63,6,0,0
2007,family_multi_order,judgment,legacy_2000_2013,description,17,0,0,0,0,0
2007,unlawful_detainer,amended_judgment,legacy_2000_2013,description,17,14,14,0,0,0
2007,writ_or_mandate,take_nothing,legacy_2000_2013,description,17,1,1,0,0,0
2007,unlawful_detainer,take_nothing,legacy_2000_2013,description,7,1,1,0,0,0
2007,civil_general,judgment,historical_pre_2000,description,5,0,1,1,0,0
2007,writ_or_mandate,judgment,historical_pre_2000,description,5,0,5,5,0,0
2007,civil_general,default_judgment,legacy_2000_2013,description,4,0,0,0,0,0
2007,small_claims,take_nothing,legacy_2000_2013,description,4,2,2,0,0,0
2007,civil_general,amended_judgment,historical_pre_2000,description,3,1,1,0,0,0
2007,family_multi_order,amended_judgment,legacy_2000_2013,description,3,0,0,0,0,0
2007,writ_or_mandate,amended_judgment,legacy_2000_2013,description,3,1,2,1,0,0
2007,family_multi_order,amended_judgment,historical_pre_2000,description,2,0,0,0,0,0
2007,probate,judgment,legacy_2000_2013,description,2,0,0,0,0,0
2007,probate,monetary_judgment,legacy_2000_2013,description,2,2,2,0,0,0
2007,civil_general,declaratory/injunctive,legacy_2000_2013,description,1,0,0,0,0,0
2007,civil_general,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2007,civil_general,take_nothing,historical_pre_2000,description,1,0,0,0,0,0
2007,family_multi_order,default_judgment,historical_pre_2000,description,1,0,0,0,0,0
2007,family_multi_order,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2007,family_multi_order,judgment,historical_pre_2000,description,1,0,0,0,0,0
2007,probate,declaratory/injunctive,legacy_2000_2013,description,1,0,0,0,0,0
2007,probate,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2007,probate,possession,legacy_2000_2013,description,1,0,0,0,0,0
2007,writ_or_mandate,amended_judgment,historical_pre_2000,description,1,1,1,0,0,0
2007,writ_or_mandate,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2008,civil_general,monetary_judgment,legacy_2000_2013,description,4236,4236,4236,0,0,0
2008,small_claims,monetary_judgment,legacy_2000_2013,description,1754,1754,1754,0,0,0
2008,unlawful_detainer,judgment,legacy_2000_2013,description,1127,0,4,4,0,0
2008,small_claims,judgment,legacy_2000_2013,description,684,1,18,17,0,0
2008,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,646,646,646,0,0,0
2008,unlawful_detainer,possession,legacy_2000_2013,description,494,366,371,5,0,0
2008,civil_general,judgment,legacy_2000_2013,description,478,8,31,23,0,0
2008,civil_general,take_nothing,legacy_2000_2013,description,183,19,22,3,0,0
2008,writ_or_mandate,judgment,legacy_2000_2013,description,88,0,61,61,0,0
2008,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,81,80,81,1,0,0
2008,civil_general,amended_judgment,legacy_2000_2013,description,76,57,59,2,0,0
2008,unlawful_detainer,amended_judgment,legacy_2000_2013,description,39,35,35,0,0,0
2008,small_claims,amended_judgment,legacy_2000_2013,description,28,26,26,0,0,0
2008,family_multi_order,judgment,legacy_2000_2013,description,20,0,0,0,0,0
2008,writ_or_mandate,take_nothing,legacy_2000_2013,description,18,3,3,0,0,0
2008,writ_or_mandate,amended_judgment,legacy_2000_2013,description,13,11,11,0,0,0
2008,family_multi_order,amended_judgment,legacy_2000_2013,description,5,0,0,0,0,0
2008,civil_general,monetary_judgment,historical_pre_2000,description,4,4,4,0,0,0
2008,civil_general,declaratory/injunctive,legacy_2000_2013,description,3,1,1,0,0,0
2008,civil_general,default_judgment,legacy_2000_2013,description,3,0,0,0,0,0
2008,criminal,judgment,legacy_2000_2013,description,3,0,1,1,0,0
2008,unlawful_detainer,take_nothing,legacy_2000_2013,description,3,1,1,0,0,0
2008,civil_general,judgment,historical_pre_2000,description,2,0,1,1,0,0
2008,probate,judgment,legacy_2000_2013,description,2,0,0,0,0,0
2008,writ_or_mandate,judgment,historical_pre_2000,description,2,0,2,2,0,0
2008,civil_general,amended_judgment,historical_pre_2000,description,1,0,0,0,0,0
2008,civil_general,possession,legacy_2000_2013,description,1,0,0,0,0,0
2008,family_multi_order,declaratory/injunctive,legacy_2000_2013,description,1,0,0,0,0,0
2008,probate,amended_judgment,historical_pre_2000,description,1,1,1,0,0,0
2008,probate,judgment,historical_pre_2000,description,1,0,0,0,0,0
2008,probate,monetary_judgment,legacy_2000_2013,description,1,1,1,0,0,0
2008,probate,take_nothing,legacy_2000_2013,description,1,0,0,0,0,0
2008,small_claims,take_nothing,legacy_2000_2013,description,1,0,0,0,0,0
2008,unlawful_detainer,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2008,writ_or_mandate,amended_judgment,historical_pre_2000,description,1,0,1,1,0,0
2009,civil_general,monetary_judgment,legacy_2000_2013,description,3871,3871,3871,0,0,0
2009,small_claims,monetary_judgment,legacy_2000_2013,description,2020,2020,2020,0,0,0
2009,unlawful_detainer,judgment,legacy_2000_2013,description,904,0,0,0,0,0
2009,small_claims,judgment,legacy_2000_2013,description,773,0,19,19,0,0
2009,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,448,447,448,1,0,0
2009,civil_general,judgment,legacy_2000_2013,description,426,7,26,19,0,0
2009,unlawful_detainer,possession,legacy_2000_2013,description,373,242,246,4,0,0
2009,civil_general,take_nothing,legacy_2000_2013,description,178,30,35,5,0,0
2009,writ_or_mandate,judgment,legacy_2000_2013,description,99,0,73,73,0,0
2009,civil_general,amended_judgment,legacy_2000_2013,description,78,62,68,6,0,0
2009,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,53,53,53,0,0,0
2009,small_claims,amended_judgment,legacy_2000_2013,description,51,47,48,1,0,0
2009,unlawful_detainer,amended_judgment,legacy_2000_2013,description,35,29,29,0,0,0
2009,family_multi_order,judgment,legacy_2000_2013,description,26,0,0,0,0,0
2009,writ_or_mandate,take_nothing,legacy_2000_2013,description,15,4,4,0,0,0
2009,unlawful_detainer,take_nothing,legacy_2000_2013,description,5,0,1,1,0,0
2009,family_multi_order,amended_judgment,legacy_2000_2013,description,4,0,0,0,0,0
2009,writ_or_mandate,amended_judgment,legacy_2000_2013,description,3,3,3,0,0,0
2009,civil_general,declaratory/injunctive,legacy_2000_2013,description,2,0,0,0,0,0
2009,probate,amended_judgment,legacy_2000_2013,description,2,0,2,2,0,0
2009,small_claims,take_nothing,legacy_2000_2013,description,2,1,1,0,0,0
2009,writ_or_mandate,judgment,historical_pre_2000,description,2,0,2,2,0,0
2009,civil_general,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2009,civil_general,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2009,criminal,judgment,legacy_2000_2013,description,1,0,1,1,0,0
2009,probate,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2009,probate,monetary_judgment,legacy_2000_2013,description,1,1,1,0,0,0
2009,small_claims,monetary_judgment,historical_pre_2000,description,1,1,1,0,0,0
2010,civil_general,monetary_judgment,legacy_2000_2013,description,3228,3228,3228,0,0,0
2010,small_claims,monetary_judgment,legacy_2000_2013,description,1957,1957,1957,0,0,0
2010,unlawful_detainer,judgment,legacy_2000_2013,description,923,0,3,3,0,0
2010,small_claims,judgment,legacy_2000_2013,description,643,0,16,16,0,0
2010,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,428,428,428,0,0,0
2010,civil_general,judgment,legacy_2000_2013,description,427,9,27,18,0,0
2010,unlawful_detainer,possession,legacy_2000_2013,description,364,246,248,2,0,0
2010,small_claims,amended_judgment,legacy_2000_2013,description,225,223,223,0,0,0
2010,civil_general,take_nothing,legacy_2000_2013,description,157,30,32,2,0,0
2010,writ_or_mandate,judgment,legacy_2000_2013,description,123,1,83,82,0,0
2010,civil_general,amended_judgment,legacy_2000_2013,description,65,48,48,0,0,0
2010,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,37,37,37,0,0,0
2010,unlawful_detainer,amended_judgment,legacy_2000_2013,description,32,23,23,0,0,0
2010,family_multi_order,judgment,legacy_2000_2013,description,28,0,0,0,0,0
2010,writ_or_mandate,take_nothing,legacy_2000_2013,description,9,1,1,0,0,0
2010,family_multi_order,amended_judgment,legacy_2000_2013,description,6,0,0,0,0,0
2010,writ_or_mandate,amended_judgment,legacy_2000_2013,description,6,5,6,1,0,0
2010,small_claims,take_nothing,legacy_2000_2013,description,5,3,3,0,0,0
2010,unlawful_detainer,take_nothing,legacy_2000_2013,description,5,1,1,0,0,0
2010,civil_general,default_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2010,civil_general,judgment,historical_pre_2000,description,2,0,0,0,0,0
2010,probate,judgment,historical_pre_2000,description,2,0,0,0,0,0
2010,civil_general,declaratory/injunctive,legacy_2000_2013,description,1,0,0,0,0,0
2010,civil_general,possession,legacy_2000_2013,description,1,1,1,0,0,0
2010,probate,judgment,legacy_2000_2013,description,1,0,0,0,0,0
2010,probate,monetary_judgment,legacy_2000_2013,description,1,1,1,0,0,0
2010,writ_or_mandate,judgment,historical_pre_2000,description,1,0,0,0,0,0
2011,civil_general,monetary_judgment,legacy_2000_2013,description,2579,2579,2579,0,0,0
2011,small_claims,monetary_judgment,legacy_2000_2013,description,1654,1654,1654,0,0,0
2011,unlawful_detainer,judgment,legacy_2000_2013,description,1072,1,4,3,1,0
2011,small_claims,judgment,legacy_2000_2013,description,700,4,15,11,0,0
2011,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,464,464,464,0,0,0
2011,unlawful_detainer,possession,legacy_2000_2013,description,354,209,210,1,0,0
2011,civil_general,judgment,legacy_2000_2013,description,343,9,26,17,0,0
2011,civil_general,take_nothing,legacy_2000_2013,description,191,19,20,1,0,0
2011,writ_or_mandate,judgment,legacy_2000_2013,description,168,0,121,121,0,0
2011,civil_general,amended_judgment,legacy_2000_2013,description,66,40,46,6,0,0
2011,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,33,33,33,0,0,0
2011,family_multi_order,judgment,legacy_2000_2013,description,29,0,0,0,0,0
2011,small_claims,amended_judgment,legacy_2000_2013,description,19,16,17,1,0,0
2011,unlawful_detainer,amended_judgment,legacy_2000_2013,description,19,12,13,1,0,0
2011,writ_or_mandate,take_nothing,legacy_2000_2013,description,7,1,2,1,0,0
2011,writ_or_mandate,amended_judgment,legacy_2000_2013,description,6,4,5,1,0,0
2011,probate,amended_judgment,legacy_2000_2013,description,3,0,0,0,0,0
2011,unlawful_detainer,take_nothing,legacy_2000_2013,description,3,0,0,0,0,0
2011,civil_general,declaratory/injunctive,legacy_2000_2013,description,2,0,0,0,0,0
2011,civil_general,judgment,historical_pre_2000,description,2,0,0,0,0,0
2011,unlawful_detainer,default_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2011,civil_general,possession,legacy_2000_2013,description,1,1,1,0,0,0
2011,civil_general,take_nothing,historical_pre_2000,description,1,0,0,0,0,0
2011,family_multi_order,default_judgment,historical_pre_2000,description,1,0,0,0,0,0
2011,probate,judgment,legacy_2000_2013,description,1,0,0,0,0,0
2012,civil_general,monetary_judgment,legacy_2000_2013,description,2449,2449,2449,0,0,0
2012,small_claims,monetary_judgment,legacy_2000_2013,description,1453,1453,1453,0,0,0
2012,unlawful_detainer,judgment,legacy_2000_2013,description,806,1,1,0,0,0
2012,small_claims,judgment,legacy_2000_2013,description,699,0,9,9,0,0
2012,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,443,443,443,0,0,0
2012,civil_general,judgment,legacy_2000_2013,description,380,1,20,19,0,0
2012,unlawful_detainer,possession,legacy_2000_2013,description,211,114,124,10,0,0
2012,civil_general,take_nothing,legacy_2000_2013,description,180,22,23,1,0,0
2012,writ_or_mandate,judgment,legacy_2000_2013,description,116,0,56,56,0,0
2012,unlawful_detainer,monetary_judgment,legacy_2000_2013,description,68,68,68,0,0,0
2012,civil_general,amended_judgment,legacy_2000_2013,description,66,44,47,3,0,0
2012,family_multi_order,judgment,legacy_2000_2013,description,25,0,0,0,0,0
2012,small_claims,amended_judgment,legacy_2000_2013,description,15,11,13,2,0,0
2012,writ_or_mandate,take_nothing,legacy_2000_2013,description,15,5,5,0,0,0
2012,unlawful_detainer,amended_judgment,legacy_2000_2013,description,14,10,11,1,0,0
2012,writ_or_mandate,amended_judgment,legacy_2000_2013,description,9,9,9,0,0,0
2012,family_multi_order,amended_judgment,legacy_2000_2013,description,7,0,0,0,0,0
2012,probate,judgment,legacy_2000_2013,description,5,0,1,1,0,0
2012,civil_general,default_judgment,legacy_2000_2013,description,2,0,0,0,0,0
2012,small_claims,take_nothing,legacy_2000_2013,description,2,1,1,0,0,0
2012,unlawful_detainer,take_nothing,legacy_2000_2013,description,2,0,0,0,0,0
2012,civil_general,amended_judgment,historical_pre_2000,description,1,0,0,0,0,0
2012,civil_general,possession,legacy_2000_2013,description,1,0,0,0,0,0
2012,criminal,judgment,historical_pre_2000,description,1,0,0,0,0,0
2012,criminal,judgment,historical_pre_2000,docketEntryComment,1,0,0,0,0,0
2012,family_multi_order,default_judgment,historical_pre_2000,description,1,0,0,0,0,0
2012,family_multi_order,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2012,probate,possession,legacy_2000_2013,description,1,0,0,0,0,0
2012,probate,take_nothing,legacy_2000_2013,description,1,0,0,0,0,0
2012,unlawful_detainer,default_judgment,legacy_2000_2013,description,1,0,0,0,0,0
2013,civil_general,monetary_judgment,legacy_2000_2013,description,3158,3158,3158,0,0,0
2013,small_claims,monetary_judgment,legacy_2000_2013,description,1430,1430,1430,0,0,0
2013,small_claims,judgment,legacy_2000_2013,description,595,1,10,9,0,0
2013,unlawful_detainer,judgment,legacy_2000_2013,description,587,0,4,4,0,0
2013,writ_or_mandate,monetary_judgment,legacy_2000_2013,description,353,353,353,0,0,0
2013,civil_general,judgment,legacy_2000_2013,description,335,1,16,15,0,0
2013,unlawful_detainer,possession,legacy_2000_2013,description,202,116,120,4,0,0
2013,civil_general,take_nothing,legacy_2000_2013,description,159,15,15,0,0,0
