event_year,case_model,extraction_period,source_field,amount_format_cohort,event_count
2008,criminal,legacy_2000_2013,description,no_amount_signal,1506
2008,family_multi_order,legacy_2000_2013,description,no_amount_signal,802
2008,family_multi_order,historical_pre_2000,description,no_amount_signal,252
2008,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,201
2008,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,60
2008,criminal,unknown_period,description,no_amount_signal,41
2008,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,34
2008,criminal,historical_pre_2000,description,no_amount_signal,30
2008,probate,legacy_2000_2013,description,no_amount_signal,21
2008,civil_general,historical_pre_2000,description,no_amount_signal,19
2008,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,16
2008,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,10
2008,unlawful_detainer,legacy_2000_2013,description,recognized_money_but_no_total,7
2008,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,4
2008,criminal,legacy_2000_2013,description,recognized_money_but_no_total,3
2008,probate,historical_pre_2000,description,no_amount_signal,3
2008,writ_or_mandate,historical_pre_2000,description,recognized_money_but_no_total,2
2008,criminal,historical_pre_2000,docketEntryComment,no_amount_signal,1
2008,criminal,unknown_period,docketEntryComment,no_amount_signal,1
2008,family_domestic_violence,historical_pre_2000,description,no_amount_signal,1
2009,civil_general,legacy_2000_2013,description,no_amount_signal,12635
2009,small_claims,legacy_2000_2013,description,no_amount_signal,2210
2009,unlawful_detainer,legacy_2000_2013,description,no_amount_signal,1561
2009,criminal,legacy_2000_2013,description,no_amount_signal,1437
2009,family_multi_order,legacy_2000_2013,description,no_amount_signal,586
2009,family_multi_order,historical_pre_2000,description,no_amount_signal,443
2009,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,130
2009,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,74
2009,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,47
2009,criminal,unknown_period,description,no_amount_signal,37
2009,probate,legacy_2000_2013,description,no_amount_signal,24
2009,criminal,historical_pre_2000,description,no_amount_signal,23
2009,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,17
2009,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,16
2009,civil_general,historical_pre_2000,description,no_amount_signal,12
2009,criminal,legacy_2000_2013,description,recognized_money_but_no_total,6
2009,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,4
2009,unlawful_detainer,legacy_2000_2013,description,recognized_money_but_no_total,4
2009,writ_or_mandate,historical_pre_2000,description,recognized_money_but_no_total,2
2009,criminal,unknown_period,docketEntryComment,no_amount_signal,1
2009,unknown,legacy_2000_2013,description,recognized_money_but_no_total,1
2009,writ_or_mandate,historical_pre_2000,description,no_amount_signal,1
2010,civil_general,legacy_2000_2013,description,no_amount_signal,11278
2010,small_claims,legacy_2000_2013,description,no_amount_signal,2356
2010,criminal,legacy_2000_2013,description,no_amount_signal,1805
2010,unlawful_detainer,legacy_2000_2013,description,no_amount_signal,1593
2010,civil_general,historical_pre_2000,description,no_amount_signal,1444
2010,family_multi_order,legacy_2000_2013,description,no_amount_signal,514
2010,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,94
2010,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,81
2010,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,80
2010,writ_or_mandate,historical_pre_2000,description,no_amount_signal,26
2010,criminal,unknown_period,description,no_amount_signal,25
2010,family_multi_order,historical_pre_2000,description,no_amount_signal,19
2010,criminal,historical_pre_2000,description,no_amount_signal,15
2010,probate,legacy_2000_2013,description,no_amount_signal,15
2010,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,13
2010,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,13
2010,unlawful_detainer,legacy_2000_2013,description,recognized_money_but_no_total,3
2010,criminal,legacy_2000_2013,description,recognized_money_but_no_total,2
2010,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,2
2010,probate,historical_pre_2000,description,no_amount_signal,2
2010,probate,legacy_2000_2013,description,recognized_money_but_no_total,2
2010,criminal,historical_pre_2000,docketEntryComment,no_amount_signal,1
2010,criminal,unknown_period,description,recognized_money_but_no_total,1
2010,criminal,unknown_period,docketEntryComment,no_amount_signal,1
2011,civil_general,legacy_2000_2013,description,no_amount_signal,10003
2011,small_claims,legacy_2000_2013,description,no_amount_signal,2104
2011,unlawful_detainer,legacy_2000_2013,description,no_amount_signal,1754
2011,criminal,legacy_2000_2013,description,no_amount_signal,1612
2011,family_multi_order,legacy_2000_2013,description,no_amount_signal,577
2011,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,117
2011,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,116
2011,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,65
2011,criminal,unknown_period,description,no_amount_signal,21
2011,civil_general,historical_pre_2000,description,no_amount_signal,19
2011,criminal,historical_pre_2000,description,no_amount_signal,18
2011,family_multi_order,historical_pre_2000,description,no_amount_signal,18
2011,probate,legacy_2000_2013,description,no_amount_signal,13
2011,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,11
2011,criminal,legacy_2000_2013,description,recognized_money_but_no_total,7
2011,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,3
2011,probate,legacy_2000_2013,description,recognized_money_but_no_total,3
2011,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,3
2011,unlawful_detainer,legacy_2000_2013,description,recognized_money_but_no_total,3
2011,criminal,unknown_period,docketEntryComment,no_amount_signal,1
2011,probate,historical_pre_2000,description,no_amount_signal,1
2012,civil_general,legacy_2000_2013,description,no_amount_signal,9456
2012,small_claims,legacy_2000_2013,description,no_amount_signal,1993
2012,unlawful_detainer,legacy_2000_2013,description,no_amount_signal,1502
2012,criminal,legacy_2000_2013,description,no_amount_signal,1047
2012,family_multi_order,legacy_2000_2013,description,no_amount_signal,448
2012,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,115
2012,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,55
2012,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,48
2012,probate,legacy_2000_2013,description,no_amount_signal,48
2012,criminal,unknown_period,description,no_amount_signal,22
2012,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,12
2012,criminal,historical_pre_2000,description,no_amount_signal,10
2012,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,10
2012,family_multi_order,historical_pre_2000,description,no_amount_signal,9
2012,unlawful_detainer,legacy_2000_2013,description,recognized_money_but_no_total,9
2012,civil_general,historical_pre_2000,description,no_amount_signal,8
2012,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,6
2012,criminal,legacy_2000_2013,description,recognized_money_but_no_total,5
2012,criminal,legacy_2000_2013,description,explicit_currency_not_recognized,3
2012,criminal,unknown_period,docketEntryComment,no_amount_signal,2
2012,civil_general,legacy_2000_2013,description,explicit_currency_not_recognized,1
2012,criminal,historical_pre_2000,docketEntryComment,no_amount_signal,1
2012,probate,historical_pre_2000,description,no_amount_signal,1
2012,probate,legacy_2000_2013,description,recognized_money_but_no_total,1
2012,unlawful_detainer,historical_pre_2000,description,no_amount_signal,1
2013,civil_general,legacy_2000_2013,description,no_amount_signal,9033
2013,small_claims,legacy_2000_2013,description,no_amount_signal,1920
2013,criminal,legacy_2000_2013,description,no_amount_signal,1150
2013,unlawful_detainer,legacy_2000_2013,description,no_amount_signal,1118
2013,family_multi_order,legacy_2000_2013,description,no_amount_signal,445
2013,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,120
2013,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,60
2013,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,60
2013,probate,legacy_2000_2013,description,no_amount_signal,48
2013,criminal,unknown_period,description,no_amount_signal,26
2013,criminal,historical_pre_2000,description,no_amount_signal,20
2013,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,11
2013,family_multi_order,historical_pre_2000,description,no_amount_signal,9
2013,unlawful_detainer,legacy_2000_2013,description,recognized_money_but_no_total,8
2013,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,7
2013,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,3
2013,criminal,legacy_2000_2013,description,recognized_money_but_no_total,2
2013,criminal,legacy_2000_2013,description,explicit_currency_not_recognized,2
2013,civil_general,historical_pre_2000,description,no_amount_signal,1
2013,criminal,legacy_2000_2013,docketEntryComment,recognized_money_but_no_total,1
2013,criminal,unknown_period,docketEntryComment,no_amount_signal,1
2013,probate,historical_pre_2000,description,no_amount_signal,1
2013,unlawful_detainer,historical_pre_2000,description,no_amount_signal,1
2014,civil_general,legacy_2000_2013,description,no_amount_signal,4694
2014,civil_general,portal_2014_2020,description,no_amount_signal,2915
2014,small_claims,portal_2014_2020,description,no_amount_signal,1335
2014,unlawful_detainer,portal_2014_2020,description,no_amount_signal,738
2014,small_claims,legacy_2000_2013,description,no_amount_signal,418
2014,criminal,legacy_2000_2013,description,no_amount_signal,398
2014,criminal,portal_2014_2020,description,no_amount_signal,395
2014,unlawful_detainer,legacy_2000_2013,description,no_amount_signal,298
2014,family_multi_order,legacy_2000_2013,description,no_amount_signal,233
2014,family_multi_order,portal_2014_2020,description,no_amount_signal,114
2014,writ_or_mandate,legacy_2000_2013,description,no_amount_signal,68
2014,writ_or_mandate,portal_2014_2020,description,no_amount_signal,59
2014,probate,legacy_2000_2013,description,no_amount_signal,47
2014,criminal,legacy_2000_2013,docketEntryComment,no_amount_signal,30
2014,criminal,portal_2014_2020,docketEntryComment,no_amount_signal,18
2014,writ_or_mandate,legacy_2000_2013,description,recognized_money_but_no_total,18
2014,probate,portal_2014_2020,description,no_amount_signal,17
2014,small_claims,portal_2014_2020,description,recognized_money_but_no_total,13
2014,family_multi_order,historical_pre_2000,description,no_amount_signal,10
2014,criminal,historical_pre_2000,description,no_amount_signal,7
2014,family_domestic_violence,portal_2014_2020,description,no_amount_signal,6
2014,civil_general,legacy_2000_2013,description,recognized_money_but_no_total,5
2014,criminal,legacy_2000_2013,description,recognized_money_but_no_total,5
2014,writ_or_mandate,portal_2014_2020,description,recognized_money_but_no_total,5
2014,criminal,portal_2014_2020,description,recognized_money_but_no_total,4
2014,criminal,unknown_period,description,no_amount_signal,3
2014,small_claims,legacy_2000_2013,description,recognized_money_but_no_total,3
2014,criminal,historical_pre_2000,docketEntryComment,no_amount_signal,2
2014,criminal,legacy_2000_2013,description,explicit_currency_not_recognized,1
2014,criminal,legacy_2000_2013,docketEntryComment,recognized_money_but_no_total,1
2014,criminal,unknown_period,docketEntryComment,no_amount_signal,1
2014,family_domestic_violence,legacy_2000_2013,description,no_amount_signal,1
